rid,aircraft,airport,model,impact,flight_date,damage,airline,origin,flight_phase,wildlife_size,sky_conditions,pilot_warned_flag,altitude_ft,heavy_flag
263643,Airplane,DALLAS/FORT WORTH INTL ARPT,B-757-200,Engine Shut Down,4/15/2009 0:00,Damage,AMERICAN AIRLINES,Texas,Approach,Large,Some Cloud,Y,"1,000",Yes
264046,Airplane,MELBOURNE INTL,PA-28,None,4/15/2009 0:00,No damage,BUSINESS,Florida,Approach,Small,Some Cloud,N,"1,560",No
260905,Airplane,SACRAMENTO INTL,B-737-700,None,4/16/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Climb,Small,No Cloud,Y,400,Yes
260904,Airplane,EPPLEY AIRFIELD,CL-RJ700,None,4/16/2009 0:00,No damage,SKYWEST AIRLINES,Nebraska,Approach,Small,Overcast,N,100,No
258940,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,ATR-72,None,4/16/2009 0:00,No damage,MOUNTAIN AIR CARGO,Wisconsin,Climb,Small,No Cloud,N,"11,500",No
260664,Airplane,ARLINGTON MUNICIPAL ARPT (TX),C-177,None,4/16/2009 0:00,Damage,BUSINESS,Washington,Climb,Small,No Cloud,N,800,No
262936,Airplane,FRESNO YOSEMITE INTL,EMB-145,None,4/17/2009 0:00,No damage,AMERICAN EAGLE AIRLINES,California,Approach,Medium,No Cloud,N,10,No
263547,Airplane,EPPLEY AIRFIELD,B-737-500,None,4/17/2009 0:00,No damage,SOUTHWEST AIRLINES,Nebraska,Approach,Medium,No Cloud,N,500,Yes
262069,Airplane,LOS ANGELES INTL,B-737-300,None,4/17/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Small,No Cloud,N,"4,000",Yes
261012,Airplane,AUSTIN-BERGSTROM INTL,B-737-500,None,4/17/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Climb,Small,Some Cloud,N,"4,000",Yes
263546,Airplane,INDIANAPOLIS INTL,B-737-700,None,4/17/2009 0:00,No damage,SOUTHWEST AIRLINES,Indiana,Landing Roll,Small,No Cloud,N,0,Yes
260737,Airplane,HOUSTON-HOBBY,B-737-300,None,4/17/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Climb,Medium,Overcast,N,"5,450",Yes
261034,Airplane,BOB HOPE ARPT,A-320,None,4/17/2009 0:00,No damage,JETBLUE AIRWAYS,California,Approach,Small,No Cloud,N,"8,000",No
258949,Airplane,RONALD REAGAN WASHINGTON NATL,A-319,None,4/17/2009 0:00,Damage,US AIRWAYS,DC,Approach,Large,No Cloud,N,"2,000",No
262823,Airplane,NASHVILLE INTL,EMB-145,None,4/17/2009 0:00,Damage,CHAUTAUQUA AIRLINES,Tennessee,Approach,Medium,No Cloud,Y,500,No
259129,Airplane,BALTIMORE WASH INTL,B-737-700,None,4/18/2009 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Approach,Small,No Cloud,N,200,Yes
262502,Airplane,NEWARK LIBERTY INTL ARPT,MD-82,None,4/18/2009 0:00,No damage,AMERICAN AIRLINES,New Jersey,Approach,Small,No Cloud,Y,200,No
259130,Airplane,NORFOLK INTL,B-737-700,None,4/18/2009 0:00,No damage,SOUTHWEST AIRLINES,Virginia,Approach,Medium,No Cloud,N,"1,700",Yes
262119,Airplane,FORT WAYNE INTL,CL-RJ100/200,None,4/18/2009 0:00,No damage,PINNACLE,Indiana,Approach,Small,No Cloud,N,"1,300",No
263428,Airplane,ATLANTA INTL,B-757-200,None,4/18/2009 0:00,No damage,DELTA AIR LINES,Georgia,Approach,Small,No Cloud,N,"1,800",Yes
263974,Airplane,NEW TOKYO INTL,B-777-200,None,4/18/2009 0:00,No damage,AMERICAN AIRLINES,N/A,Landing Roll,Medium,Some Cloud,N,0,No
262106,Airplane,PLYMOUTH MUNICIPAL ARPT (MA),C-305,None,4/19/2009 0:00,No damage,PRIVATELY OWNED,Massachusetts,Approach,Medium,No Cloud,N,200,No
263041,Airplane,AUSTIN-BERGSTROM INTL,A-318,None,4/19/2009 0:00,No damage,FRONTIER AIRLINES,Texas,Climb,Small,No Cloud,N,200,No
262107,Airplane,SANTIAGO CIBAO INTL,A-320,None,4/19/2009 0:00,No damage,JETBLUE AIRWAYS,N/A,Landing Roll,Small,No Cloud,N,0,No
260135,Airplane,EPPLEY AIRFIELD,B-737-300,None,4/19/2009 0:00,No damage,SOUTHWEST AIRLINES,Nebraska,Approach,Small,Some Cloud,N,"1,000",Yes
260677,Airplane,SAN DIEGO INTL,B-737-700,None,4/19/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Small,No Cloud,Y,600,Yes
260982,Airplane,BALTIMORE WASH INTL,B-737-700,None,4/19/2009 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Approach,Small,No Cloud,N,"4,000",Yes
259067,Airplane,PHOENIX SKY HARBOR,A-319,None,4/19/2009 0:00,No damage,US AIRWAYS,Arizona,Climb,Small,No Cloud,N,"8,500",No
260980,Airplane,MCCARREN INTL,B-737-300,None,4/19/2009 0:00,No damage,SOUTHWEST AIRLINES,Nevada,Descent,Small,No Cloud,N,"7,000",Yes
260979,Airplane,PHILADELPHIA INTL,B-737-700,None,4/19/2009 0:00,No damage,SOUTHWEST AIRLINES,Pennsylvania,Climb,Medium,No Cloud,Y,"4,000",Yes
260134,Airplane,WESTCHESTER COUNTY ARPT,LEARJET-60,None,4/19/2009 0:00,No damage,BUSINESS,New York,Descent,Medium,Some Cloud,Y,20,No
261655,Airplane,CHICAGO O'HARE INTL ARPT,MD-80,Aborted Take-off,4/19/2009 0:00,Damage,AMERICAN AIRLINES,Illinois,Take-off run,Medium,Overcast,N,0,No
261152,Airplane,SAN DIEGO INTL,B-737-800,None,4/20/2009 0:00,No damage,CONTINENTAL AIRLINES,California,Approach,Small,Some Cloud,N,200,Yes
264039,Airplane,HILO INTL ARPT,B-717-200,None,4/20/2009 0:00,No damage,HAWAIIAN AIR,Hawaii,Take-off run,Small,No Cloud,N,0,No
262905,Airplane,WILL ROGERS WORLD ARPT,B-737-700,None,4/20/2009 0:00,No damage,SOUTHWEST AIRLINES,Oklahoma,Landing Roll,Small,No Cloud,N,0,Yes
258188,Airplane,MCCARREN INTL,B-757-200,None,4/20/2009 0:00,No damage,OMNI AIR INTL,Nevada,Approach,Small,No Cloud,N,750,Yes
262076,Airplane,PHOENIX SKY HARBOR,A-320,None,4/20/2009 0:00,No damage,US AIRWAYS,Arizona,Climb,Small,No Cloud,N,50,No
263389,Airplane,PHILADELPHIA INTL,B-767-200,Aborted Take-off,4/20/2009 0:00,No damage,US AIRWAYS,Pennsylvania,Take-off run,Small,Overcast,N,0,Yes
263252,Airplane,NEW ORLEANS INTL,A-320,None,4/20/2009 0:00,No damage,UNITED AIRLINES,Louisiana,Take-off run,Small,No Cloud,Y,0,No
261339,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,LEARJET-45,None,4/20/2009 0:00,No damage,BUSINESS,Alabama,Approach,Small,Overcast,N,"1,200",No
262904,Airplane,PHOENIX SKY HARBOR,CL-RJ100/200,None,4/20/2009 0:00,No damage,SKYWEST AIRLINES,Arizona,Descent,Small,Some Cloud,N,"9,000",No
264041,Airplane,ADAMS FIELD ARPT,B-737-700,None,4/20/2009 0:00,No damage,SOUTHWEST AIRLINES,Arkansas,Approach,Small,No Cloud,N,"1,200",Yes
258189,Airplane,CHARLOTTESVILLE-ALBEMARLE ARPT,CL-RJ100/200,None,4/20/2009 0:00,No damage,PSA AIRLINES,Virginia,Landing Roll,Small,Overcast,N,0,No
260913,Airplane,DETROIT METRO WAYNE COUNTY ARPT,DC-9-50,None,4/20/2009 0:00,No damage,NORTHWEST AIRLINES,Michigan,Landing Roll,Small,Overcast,Y,0,No
262697,Airplane,TSTC WACO,DA-20 FALCON,Precautionary Landing,4/21/2009 0:00,No damage,BUSINESS,Texas,Climb,Large,No Cloud,N,"1,000",No
262831,Airplane,ORLANDO INTL,B-737-700,None,4/21/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Climb,Medium,No Cloud,Y,"1,000",Yes
260606,Airplane,SACRAMENTO INTL,B-737-700,None,4/21/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Climb,Small,No Cloud,Y,50,Yes
263480,Airplane,ADAMS FIELD ARPT,B-737-500,None,4/21/2009 0:00,No damage,SOUTHWEST AIRLINES,Arkansas,Approach,Small,No Cloud,Y,300,Yes
260607,Airplane,AUSTIN-BERGSTROM INTL,B-737-700,None,4/21/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Medium,No Cloud,Y,"3,000",Yes
263479,Airplane,ALBUQUERQUE INTL,B-737-500,None,4/21/2009 0:00,No damage,SOUTHWEST AIRLINES,New Mexico,Approach,Medium,No Cloud,Y,"9,000",Yes
262760,Airplane,PHOENIX SKY HARBOR,B-757-200,None,4/21/2009 0:00,No damage,UPS AIRLINES,Arizona,Approach,Small,No Cloud,N,100,Yes
262595,Airplane,DALLAS/FORT WORTH INTL ARPT,B-737-800,None,4/21/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Take-off run,Small,Some Cloud,Y,0,Yes
260605,Airplane,PHOENIX SKY HARBOR,B-737-700,None,4/21/2009 0:00,No damage,SOUTHWEST AIRLINES,Arizona,Approach,Medium,No Cloud,N,"3,000",Yes
260037,Airplane,JOHN WAYNE AIRPORT,B-737-800,None,4/21/2009 0:00,No damage,AMERICAN AIRLINES,California,Approach,Small,No Cloud,Y,500,Yes
263559,Airplane,SKYHAVEN,C-172,None,4/22/2009 0:00,No damage,BUSINESS,Missouri,Descent,Medium,No Cloud,N,"3,200",No
263796,Airplane,MIDLAND INTL,B-737-300,None,4/22/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Medium,No Cloud,N,850,Yes
262386,Airplane,GREATER PITTSBURGH,CL-RJ700,None,4/22/2009 0:00,No damage,MESA AIRLINES,Pennsylvania,Approach,Small,Some Cloud,N,400,No
263798,Airplane,NASHVILLE INTL,B-737-700,None,4/22/2009 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,Medium,Some Cloud,Y,500,Yes
263799,Airplane,SAN ANTONIO INTL,B-737-300,None,4/22/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Climb,Small,No Cloud,Y,100,Yes
263797,Airplane,HOUSTON-HOBBY,B-737-700,None,4/22/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Descent,Small,No Cloud,N,"6,000",Yes
260941,Airplane,BURKE LAKEFRONT,BE-400 BJET,None,4/22/2009 0:00,No damage,BUSINESS,Ohio,Take-off run,Medium,No Cloud,Y,0,No
261326,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-83,None,4/22/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Climb,Medium,No Cloud,Y,"2,000",No
262004,Airplane,ATLANTA INTL,A-320,None,4/23/2009 0:00,No damage,US AIRWAYS,Georgia,Take-off run,Medium,Some Cloud,Y,0,No
263629,Airplane,EPPLEY AIRFIELD,B-737-300,None,4/23/2009 0:00,No damage,SOUTHWEST AIRLINES,Nebraska,Climb,Small,No Cloud,Y,75,Yes
263486,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,B-737-300,None,4/23/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Descent,Small,No Cloud,N,"6,000",Yes
263422,Airplane,RAPID CITY REGIONAL,DHC8 DASH 8,None,4/23/2009 0:00,No damage,LYNX AVIATION,South Dakota,Approach,Small,Some Cloud,N,75,No
262274,Airplane,ATLANTIC CITY INTL,A-319,None,4/23/2009 0:00,No damage,SPIRIT AIRLINES,New Jersey,Climb,Small,No Cloud,N,10,No
259360,Airplane,DALLAS/FORT WORTH INTL ARPT,B-767-300,None,4/23/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Take-off run,Small,No Cloud,Y,0,Yes
263487,Airplane,BALTIMORE WASH INTL,B-737-300,None,4/23/2009 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Approach,Small,No Cloud,Y,50,Yes
263484,Airplane,SEATTLE-TACOMA INTL,B-757-200,None,4/23/2009 0:00,No damage,DELTA AIR LINES,Washington,Approach,Small,Overcast,Y,50,Yes
263630,Airplane,KANSAS CITY INTL,B-737-300,None,4/23/2009 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,No Cloud,N,0,Yes
259361,Airplane,LEHIGH VALLEY INTL,C-550,Aborted Take-off,4/23/2009 0:00,Damage,BUSINESS,Pennsylvania,Take-off run,Small,Some Cloud,N,0,No
263365,Airplane,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,4/23/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Climb,Small,No Cloud,Y,50,Yes
263558,Airplane,SKYHAVEN,PA-18 SUPER CUB,None,4/23/2009 0:00,No damage,BUSINESS,Missouri,Climb,Small,No Cloud,N,"2,000",No
262437,Airplane,PORT COLUMBUS INTL,B-737-700,None,4/24/2009 0:00,No damage,SOUTHWEST AIRLINES,Ohio,Approach,Medium,No Cloud,N,200,Yes
262768,Airplane,SAN FRANCISCO INTL ARPT,A-320,None,4/24/2009 0:00,No damage,VIRGIN AMERICA,California,Approach,Small,No Cloud,N,700,No
262436,Airplane,HOUSTON-HOBBY,B-737-300,None,4/24/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Some Cloud,N,400,Yes
262970,Airplane,NASHVILLE INTL,B-737-700,None,4/24/2009 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Climb,Small,No Cloud,Y,10,Yes
262153,Airplane,VISALIA MUNICIPAL ARPT,BE-1900,None,4/24/2009 0:00,No damage,GREAT LAKES AIRLINES,California,Descent,Small,No Cloud,N,"4,000",No
264638,Airplane,CORPUS CHRISTI INTL ARPT,B-737-300,None,4/24/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Some Cloud,N,"5,000",Yes
262435,Airplane,VALLEY INTL,B-737-300,None,4/24/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Descent,Medium,No Cloud,Y,"7,000",Yes
259394,Airplane,PHILADELPHIA INTL,B-737-800,None,4/24/2009 0:00,No damage,AMERICAN AIRLINES,Pennsylvania,Approach,Medium,No Cloud,Y,"1,500",Yes
262439,Airplane,GREATER ROCKFORD,B-757-200,None,4/24/2009 0:00,No damage,UPS AIRLINES,Illinois,Approach,Medium,Some Cloud,Y,"1,700",Yes
259395,Airplane,CHARLOTTESVILLE-ALBEMARLE ARPT,C-172,None,4/24/2009 0:00,No damage,BUSINESS,Virginia,Descent,Small,No Cloud,Y,"2,000",No
262438,Airplane,BUFFALO-NIAGARA INTL,B-737-700,None,4/24/2009 0:00,No damage,SOUTHWEST AIRLINES,New York,Approach,Small,No Cloud,Y,"2,500",Yes
264639,Airplane,DENVER INTL AIRPORT,B-737-300,None,4/24/2009 0:00,No damage,SOUTHWEST AIRLINES,Colorado,Approach,Small,No Cloud,N,500,Yes
263296,Airplane,AKRON-CANTON MUNICIPAL,A-319,None,4/25/2009 0:00,No damage,FRONTIER AIRLINES,Ohio,Approach,Small,No Cloud,N,20,No
263633,Airplane,AUSTIN-BERGSTROM INTL,B-737-700,None,4/25/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Some Cloud,N,"1,000",Yes
263635,Airplane,METRO OAKLAND INTL,B-737-500,None,4/25/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Small,Some Cloud,Y,400,Yes
262354,Airplane,JOHN F KENNEDY INTL,A-320,None,4/25/2009 0:00,No damage,JETBLUE AIRWAYS,New York,Climb,Medium,No Cloud,N,"2,600",No
263555,Airplane,WILKES-BARRE/SCRANTON INTL,B-737-700,None,4/25/2009 0:00,No damage,SOUTHWEST AIRLINES,Pennsylvania,Approach,Small,No Cloud,N,"2,000",Yes
263948,Airplane,GEORGE BUSH INTERCONTINENTAL,CL-RJ900,Precautionary Landing,4/25/2009 0:00,No damage,COMAIR AIRLINES,Texas,Climb,Small,Some Cloud,Y,"4,500",No
263634,Airplane,SACRAMENTO INTL,B-737-700,None,4/25/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Small,No Cloud,Y,"3,000",Yes
263632,Airplane,DETROIT METRO WAYNE COUNTY ARPT,CL-601/604,None,4/25/2009 0:00,No damage,PINNACLE,Michigan,Landing Roll,Small,No Cloud,Y,0,No
263949,Airplane,CLEVELAND-HOPKINS INTL ARPT,EMB-145,None,4/25/2009 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Take-off run,Small,No Cloud,Y,0,No
262353,Airplane,JOHN F KENNEDY INTL,A-320,None,4/25/2009 0:00,No damage,JETBLUE AIRWAYS,New York,Approach,Medium,No Cloud,N,"3,000",No
264206,Airplane,JOHN F KENNEDY INTL,B-777-200,None,4/25/2009 0:00,No damage,AMERICAN AIRLINES,New York,Approach,Small,No Cloud,N,"3,000",No
270142,Airplane,WASHINGTON DULLES INTL ARPT,B-757-200,None,4/26/2009 0:00,No damage,UNITED AIRLINES,DC,Take-off run,Small,No Cloud,Y,0,Yes
261645,Airplane,ORLANDO INTL,B-737-700,None,4/26/2009 0:00,No damage,SOUTHWEST AIRLINES,Florida,Climb,Medium,No Cloud,N,20,Yes
261858,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,B-737-700,None,4/26/2009 0:00,No damage,SOUTHWEST AIRLINES,Alabama,Approach,Small,No Cloud,N,2,Yes
264659,Airplane,PORT COLUMBUS INTL,B-737-700,None,4/26/2009 0:00,No damage,SOUTHWEST AIRLINES,Ohio,Approach,Small,No Cloud,N,200,Yes
262648,Airplane,KAPALUA ARPT,DHC8 DASH 8,None,4/26/2009 0:00,No damage,ISLAND AIR,Hawaii,Landing Roll,Medium,Some Cloud,Y,0,No
264658,Airplane,SALT LAKE CITY INTL,CL-RJ100/200,None,4/26/2009 0:00,No damage,SKYWEST AIRLINES,Utah,Take-off run,Medium,Some Cloud,Y,0,No
263249,Airplane,MANAGUA INTL ARPT,B-737-800,None,4/26/2009 0:00,No damage,DELTA AIR LINES,N/A,Climb,Small,No Cloud,N,"2,300",Yes
261859,Airplane,BUFFALO-NIAGARA INTL,B-737-700,None,4/26/2009 0:00,No damage,SOUTHWEST AIRLINES,New York,Approach,Small,No Cloud,N,"2,500",Yes
261857,Airplane,LOS ANGELES INTL,B-737-700,None,4/26/2009 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Small,Some Cloud,N,"5,200",Yes
263248,Airplane,BALTIMORE WASH INTL,MD-88,None,4/26/2009 0:00,No damage,DELTA AIR LINES,Maryland,Approach,Small,Some Cloud,Y,"4,000",No
262650,Airplane,CHERRY CAPITAL ARPT,CL-RJ100/200,Aborted Take-off,4/26/2009 0:00,No damage,PINNACLE,Michigan,Take-off run,Medium,Overcast,Y,0,No
263247,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-82,None,4/26/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Take-off run,Small,Overcast,Y,0,No
270141,Airplane,WASHINGTON DULLES INTL ARPT,EMB-145,None,4/26/2009 0:00,No damage,TRANS STATES AIRLINES,DC,Climb,Medium,No Cloud,Y,700,No
261092,Airplane,ALBANY INTL,B-737-300,None,4/27/2009 0:00,No damage,SOUTHWEST AIRLINES,New York,Approach,Medium,No Cloud,N,800,Yes
262036,Airplane,LAMBERT-ST LOUIS INTL,B-737-300,None,4/27/2009 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,Medium,Overcast,N,200,Yes
261609,Airplane,BUSH FLD,CL-RJ100/200,None,4/27/2009 0:00,No damage,ATLANTIC SOUTHEAST,Georgia,Take-off run,Small,Some Cloud,N,0,No
262204,Airplane,LAMBERT-ST LOUIS INTL,B-737-700,None,4/27/2009 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,Small,No Cloud,N,"1,000",Yes
261791,Airplane,GREATER PITTSBURGH,MD-88,None,4/27/2009 0:00,No damage,DELTA AIR LINES,Pennsylvania,Landing Roll,Small,Some Cloud,N,0,No
258942,Airplane,TETERBORO AIRPORT,GULFSTREAM V,None,4/27/2009 0:00,No damage,BUSINESS,New Jersey,Landing Roll,Large,No Cloud,Y,0,No
259546,Airplane,AUSTIN-BERGSTROM INTL,B-737-700,None,4/27/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,No Cloud,Y,500,Yes
261792,Airplane,MEMPHIS INTL,LEARJET-45,None,4/27/2009 0:00,No damage,BUSINESS,Tennessee,Approach,Small,No Cloud,N,"2,400",No
261654,Airplane,ST. PETERSBURG/CLEARWATER INTL,LOCKHEED C-130,Precautionary Landing,4/27/2009 0:00,Damage,GOVERNMENT,Florida,Climb,Large,Some Cloud,Y,100,No
259676,Airplane,WILL ROGERS WORLD ARPT,CL-RJ100/200,None,4/27/2009 0:00,No damage,ATLANTIC SOUTHEAST,Oklahoma,Landing Roll,Medium,No Cloud,N,0,No
263136,Airplane,RALEIGH-DURHAM INTL,CL-RJ100/200,None,4/28/2009 0:00,No damage,AIR CANADA JAZZ,North Carolina,Take-off run,Small,Some Cloud,Y,0,No
260723,Airplane,LONG ISLAND MAC ARTHUR,B-737-700,None,4/28/2009 0:00,No damage,SOUTHWEST AIRLINES,New York,Climb,Small,No Cloud,N,400,Yes
261633,Airplane,GREATER PITTSBURGH,MD-88,None,4/28/2009 0:00,No damage,DELTA AIR LINES,Pennsylvania,Landing Roll,Small,Some Cloud,N,0,No
262243,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-82,None,4/28/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Take-off run,Small,Overcast,Y,0,No
261623,Airplane,TED STEVENS ANCHORAGE INTL,B-737-400,None,4/28/2009 0:00,No damage,ALASKA AIRLINES,Alaska,Landing Roll,Large,No Cloud,Y,0,Yes
261685,Airplane,TETERBORO AIRPORT,C-560,None,4/28/2009 0:00,No damage,EXECUTIVE JET AVIATION,New Jersey,Landing Roll,Medium,No Cloud,Y,0,No
260724,Airplane,PHOENIX SKY HARBOR,B-737-700,None,4/28/2009 0:00,No damage,SOUTHWEST AIRLINES,Arizona,Descent,Medium,No Cloud,N,"6,200",Yes
261684,Airplane,PHILIP BILLARD MUNICIPAL ARPT,BE-300 KING,None,4/28/2009 0:00,Damage,GOVERNMENT,Kansas,Approach,Small,Overcast,N,"2,000",No
261119,Airplane,LOUISVILLE INTL ARPT,CL-RJ700,None,4/29/2009 0:00,No damage,PSA AIRLINES,Kentucky,Approach,Medium,Some Cloud,Y,50,No
261122,Airplane,SAN ANTONIO INTL,B-737-300,None,4/29/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Medium,Some Cloud,N,500,Yes
264210,Airplane,TAMPA INTL,B-757-200,None,4/29/2009 0:00,No damage,DELTA AIR LINES,Florida,Approach,Medium,No Cloud,Y,"1,000",Yes
261121,Airplane,GREATER PITTSBURGH,B-737-700,None,4/29/2009 0:00,No damage,SOUTHWEST AIRLINES,Pennsylvania,Approach,Medium,Some Cloud,Y,300,Yes
263561,,,AGUSTA AW 139,,,No damage,,Louisiana,,,No Cloud,,,
264211,Airplane,LOUISVILLE INTL ARPT,A-300,None,4/29/2009 0:00,No damage,UPS AIRLINES,Kentucky,Approach,Large,Overcast,N,"2,600",No
267098,Airplane,SPRINGFIELD-BRANSON NATIONAL,CL-RJ100/200,None,4/29/2009 0:00,No damage,SKYWEST AIRLINES,Missouri,Take-off run,Small,Overcast,N,0,No
259545,Airplane,MINNEAPOLIS-ST PAUL INTL,A-320,None,4/29/2009 0:00,No damage,NORTHWEST AIRLINES,Minnesota,Take-off run,Small,Overcast,Y,0,No
264207,Airplane,NEWARK LIBERTY INTL ARPT,MD-83,None,4/29/2009 0:00,No damage,AMERICAN AIRLINES,New Jersey,Take-off run,Large,Some Cloud,N,0,No
261124,Airplane,TUCSON INTL,B-737-700,None,4/29/2009 0:00,Damage,SOUTHWEST AIRLINES,Arizona,Climb,Medium,No Cloud,N,"3,000",Yes
261120,Airplane,ROGUE VALLEY INTL,EMB-120,None,4/29/2009 0:00,No damage,SKYWEST AIRLINES,Oregon,Approach,Small,Some Cloud,N,30,No
260080,Airplane,AIRBORNE AIRPARK,A-300,None,4/30/2009 0:00,No damage,ASTAR AIR CARGO,Ohio,Approach,Medium,No Cloud,N,600,No
259633,Airplane,CHICAGO O'HARE INTL ARPT,EMB-145,None,4/30/2009 0:00,No damage,AMERICAN EAGLE AIRLINES,Illinois,Climb,Small,No Cloud,N,200,No
260081,Airplane,ATLANTA INTL,B-737-800,None,4/30/2009 0:00,No damage,DELTA AIR LINES,Georgia,Climb,Medium,No Cloud,N,"7,400",Yes
257534,Airplane,TAMPA INTL,A-320,None,4/30/2009 0:00,No damage,JETBLUE AIRWAYS,Florida,Descent,Medium,No Cloud,N,"6,000",No
257539,Airplane,ST GEORGE MUNICIPAL ARPT,EMB-120,None,4/30/2009 0:00,No damage,SKYWEST AIRLINES,Utah,Approach,Small,No Cloud,N,"7,000",No
260782,Airplane,HOUSTON-HOBBY,B-737-700,None,4/30/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Some Cloud,N,"7,800",Yes
260783,Airplane,SAN ANTONIO INTL,B-737-700,None,4/30/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Descent,Small,Overcast,N,"5,200",Yes
262938,Airplane,WILL ROGERS WORLD ARPT,B-737-700,None,4/30/2009 0:00,No damage,SOUTHWEST AIRLINES,Oklahoma,Approach,Medium,Overcast,Y,"1,200",Yes
262888,Airplane,HOUSTON-HOBBY,B-737-700,None,5/1/2009 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,Small,Overcast,N,"3,500",Yes
260257,Airplane,ALBUQUERQUE INTL,B-737-700,None,5/1/2009 0:00,No damage,SOUTHWEST AIRLINES,New Mexico,Landing Roll,Small,Some Cloud,N,0,Yes
262479,Airplane,NORFOLK INTL,B-737-700,None,5/1/2009 0:00,No damage,SOUTHWEST AIRLINES,Virginia,Landing Roll,Large,No Cloud,N,0,Yes
262005,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ700,None,5/1/2009 0:00,No damage,PSA AIRLINES,Kentucky,Take-off run,Small,Some Cloud,Y,0,No
260072,Airplane,MINNEAPOLIS-ST PAUL INTL,DC-8,None,5/1/2009 0:00,No damage,UPS AIRLINES,Minnesota,Approach,Small,Overcast,Y,"1,000",No
260068,Airplane,WICHITA MID-CONTINENT ARPT,CL-RJ700,Precautionary Landing,5/2/2009 0:00,No damage,SKYWEST AIRLINES,Kansas,Approach,Medium,Overcast,N,500,No
262226,Airplane,MCCLELLAN-PALOMAR,C-172,None,5/2/2009 0:00,No damage,PRIVATELY OWNED,California,Approach,Small,Some Cloud,N,50,No
261403,Airplane,DALLAS/FORT WORTH INTL ARPT,EMB-145,None,5/2/2009 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Small,Overcast,Y,0,No
262095,Airplane,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,5/2/2009 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Small,Overcast,Y,20,Yes
262224,Airplane,BUFFALO-NIAGARA INTL,A-320,None,5/2/2009 0:00,No damage,JETBLUE AIRWAYS,New York,Landing Roll,Small,Some Cloud,Y,0,No
263347,Airplane,RONALD REAGAN WASHINGTON NATL,B-737-800,None,5/3/2009 0:00,No damage,AMERICAN AIRLINES,DC,Landing Roll,Small,Overcast,Y,0,Yes
258455,Airplane,MIAMI INTL,B-737-800,None,5/3/2009 0:00,No damage,AMERICAN AIRLINES,Florida,Approach,Small,No Cloud,Y,"3,000",Yes
